2023-05-07 02:25:13:2513,DEGRADATION-ID-d88a14de-af40,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 08:44:15:4415,ID-c3cf413b-aa73,EU1,Connectivity,|,N/A,Outage Detected
2023-05-07 08:44:15:4415,ID-c3cf413b-aa73,EU1,Connectivity,| Connectivity Services - Java |,N/A,Outage Detected
2023-05-07 10:54:47:5447,DEGRADATION-ID-103f99d0-5fb9,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 10:57:47:5747,DEGRADATION-ID-e412b301-94f1,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:00:57:057,DEGRADATION-ID-62989e5c-a9ea,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:03:49:349,DEGRADATION-ID-a7c79555-cafe,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:06:48:648,DEGRADATION-ID-60241c05-f37c,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:09:47:947,DEGRADATION-ID-e76f31e0-22a3,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:12:55:1255,DEGRADATION-ID-6088ff7a-9ab4,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:15:54:1554,DEGRADATION-ID-b99ac209-b9ac,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:18:55:1855,DEGRADATION-ID-b13be065-8298,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:21:56:2156,DEGRADATION-ID-4104a7db-bf98,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:24:57:2457,DEGRADATION-ID-fb739073-a0a7,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:28:00:280,DEGRADATION-ID-fc5edf84-1913,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:30:55:3055,DEGRADATION-ID-509d6115-0623,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:33:53:3353,DEGRADATION-ID-03227638-0598,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:36:50:3650,DEGRADATION-ID-648837fb-660b,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:39:47:3947,DEGRADATION-ID-ed5b6dff-bcb3,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:42:44:4244,DEGRADATION-ID-ae5058bf-f427,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:45:48:4548,DEGRADATION-ID-735475f7-c2a7,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:48:53:4853,DEGRADATION-ID-3db717af-98e2,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:51:48:5148,DEGRADATION-ID-45fd91bc-df0b,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:54:46:5446,DEGRADATION-ID-0043e32d-3242,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 11:57:47:5747,DEGRADATION-ID-6e98d609-72fa,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:01:00:10,DEGRADATION-ID-ea34a494-02b0,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:03:48:348,DEGRADATION-ID-05fac1aa-705e,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:06:46:646,DEGRADATION-ID-9874cc2c-0589,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:10:08:108,DEGRADATION-ID-84e94756-5c2a,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:12:47:1247,DEGRADATION-ID-b452ec56-a4c5,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:15:49:1549,DEGRADATION-ID-cdb2c539-ade8,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:18:52:1852,DEGRADATION-ID-b5033772-a7b6,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:21:51:2151,DEGRADATION-ID-e923fc3d-0f17,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:25:06:256,DEGRADATION-ID-37981700-1a9a,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:27:54:2754,DEGRADATION-ID-5fb2295f-5df3,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:30:58:3058,DEGRADATION-ID-b762981d-7f57,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:33:58:3358,DEGRADATION-ID-0cea60cc-0365,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:36:56:3656,DEGRADATION-ID-ebe3ee89-1972,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:39:57:3957,DEGRADATION-ID-f73c1884-eb42,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:42:55:4255,DEGRADATION-ID-f5c4b82e-1af7,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:46:01:461,DEGRADATION-ID-30cb82b0-440e,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:48:56:4856,DEGRADATION-ID-5f5602c3-06f6,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:51:54:5154,DEGRADATION-ID-fced4f8e-5378,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:54:53:5453,DEGRADATION-ID-36f91a5a-67ac,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 12:57:54:5754,DEGRADATION-ID-8782eecf-8f3e,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 13:00:57:057,DEGRADATION-ID-b0ab2336-1ff2,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 13:03:54:354,DEGRADATION-ID-e3037bb8-283d,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 13:07:01:71,DEGRADATION-ID-287d0afc-a68f,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
2023-05-07 13:09:53:953,DEGRADATION-ID-a4af03e3-7a5c,EU1,Connectivity 2.0 Notification Agent and Certificate Signing service_1,CPU Load,N/A,Slack_Alert
